origin,destination,distance,cruise_z,climb,descent,cells,dem_max
S006,S003,4800.944759246192,662.3626708984375,347.5626708984375,323.8626708984375,231,612.3626708984375
S006,S004,8705.954300600253,425.2806396484375,110.48063964843749,196.9806396484375,393,375.2806396484375
S006,S005,6107.117973375198,416.7322998046875,101.93229980468749,221.7322998046875,280,366.7322998046875
S006,S007,2507.441750771155,590.361328125,275.561328125,241.861328125,106,540.361328125
S006,S008,8061.4072303585235,567.8421020507812,253.04210205078124,296.9421020507813,308,517.8421020507812
S006,S009,7669.050273431071,391.0712890625,76.27128906249999,161.0712890625,370,341.0712890625
S006,S010,7921.2893812418815,433.2227783203125,118.42277832031249,81.62277832031248,320,383.2227783203125
S006,S011,3409.721332815337,400.46759033203125,85.66759033203124,188.36759033203126,164,350.46759033203125
S006,S012,9989.796041889353,435.3490295410156,120.54902954101561,155.5490295410156,471,385.3490295410156
S006,S013,7782.691508979744,394.1709289550781,79.37092895507811,42.470928955078136,345,344.1709289550781
S006,S014,8596.786771800726,606.662109375,291.862109375,255.662109375,314,556.662109375
S006,S015,4684.4608460689415,651.2601318359375,336.4601318359375,176.7601318359375,179,601.2601318359375
S007,O01,4534.460566816074,511.9731750488281,163.47317504882812,384.27317504882814,215,461.9731750488281
S007,S001,5187.883229802976,439.17535400390625,90.67535400390625,255.17535400390625,200,389.17535400390625
S007,S002,8118.281841370918,474.7281799316406,126.22817993164062,255.22817993164062,387,424.7281799316406
S007,S003,2734.2616228002607,410.6993408203125,62.1993408203125,72.1993408203125,128,360.6993408203125
S007,S004,7096.41861080046,593.2369995117188,244.73699951171875,364.93699951171874,340,543.2369995117188
S007,S005,4687.969221971704,517.1478271484375,168.6478271484375,322.1478271484375,227,467.1478271484375
S007,S006,2507.441750771155,590.361328125,241.861328125,275.561328125,106,540.361328125
S007,S008,5911.482676796894,656.739501953125,308.239501953125,385.839501953125,255,606.739501953125
S007,S009,6907.712077058184,468.3708190917969,119.87081909179688,238.37081909179688,317,418.3708190917969
S007,S010,8599.961836810531,436.94964599609375,88.44964599609375,85.34964599609373,339,386.94964599609375
S007,S011,2834.028476552707,439.17535400390625,90.67535400390625,227.07535400390626,111,389.17535400390625
S007,S012,9663.23804387767,457.66363525390625,109.16363525390625,177.86363525390624,418,407.66363525390625
S007,S013,8054.988669632028,432.5381164550781,84.03811645507812,80.83811645507814,292,382.5381164550781
S007,S014,9684.060958724096,580.8557739257812,232.35577392578125,229.85577392578125,417,530.8557739257812
S007,S015,2219.359431912627,502.918212890625,154.418212890625,28.418212890625,76,452.918212890625
S008,O01,8079.033112423187,372.9093322753906,102.00933227539065,245.20933227539064,323,322.9093322753906
S008,S001,5968.208405123096,366.78717041015625,95.88717041015627,182.78717041015625,278,316.78717041015625
S008,S002,4802.361653053604,381.8424987792969,110.9424987792969,162.34249877929688,201,331.8424987792969
S008,S003,6254.068544603746,796.0787353515625,525.1787353515625,457.5787353515625,302,746.0787353515625
S008,S004,2611.596348032859,386.83349609375,115.93349609375002,158.53349609375,100,336.83349609375
S008,S005,3040.170436044966,366.78717041015625,95.88717041015627,171.78717041015625,143,316.78717041015625
S008,S006,8061.4072303585235,567.8421020507812,296.9421020507813,253.04210205078124,308,517.8421020507812
S008,S007,5911.482676796894,656.739501953125,385.839501953125,308.239501953125,255,606.739501953125
S008,S009,5018.270497488953,388.620361328125,117.72036132812502,158.620361328125,239,338.620361328125
S008,S010,9292.964894446673,469.0903015136719,198.1903015136719,117.49030151367185,447,419.0903015136719
S008,S011,5327.212076078428,412.91650390625,142.01650390625002,200.81650390625,201,362.91650390625
S008,S012,7727.832257164754,359.1531982421875,88.25319824218752,79.35319824218749,346,309.1531982421875
S008,S013,8054.017465865163,386.37310791015625,115.47310791015627,34.67310791015626,388,336.37310791015625
S008,S014,10974.334854205863,592.4922485351562,321.5922485351563,241.49224853515625,525,542.4922485351562
S008,S015,3928.8940469076606,710.450927734375,439.550927734375,235.950927734375,184,660.450927734375
S009,O01,5705.144962277037,293.2289123535156,63.228912353515625,165.52891235351564,255,243.22891235351562
S009,S001,2651.198773865906,293.2289123535156,63.228912353515625,109.22891235351562,120,243.22891235351562
S009,S002,1724.5471958647918,328.2866516113281,98.28665161132812,108.78665161132812,73,278.2866516113281
S009,S003,8897.537411915897,594.588134765625,364.588134765625,256.088134765625,364,544.588134765625
S009,S004,2985.089052620417,325.2157897949219,95.21578979492188,96.91578979492186,142,275.2157897949219
S009,S005,2649.9225367927993,363.5632019042969,133.56320190429688,168.56320190429688,99,313.5632019042969
S009,S006,7669.050273431071,391.0712890625,161.0712890625,76.27128906249999,370,341.0712890625
S009,S007,6907.712077058184,468.3708190917969,238.37081909179688,119.87081909179688,317,418.3708190917969
S009,S008,5018.270497488953,388.620361328125,158.620361328125,117.72036132812502,239,338.620361328125
S009,S010,4564.1239782595885,482.957275390625,252.957275390625,131.35727539062498,211,432.957275390625
S009,S011,4325.129159248302,315.66766357421875,85.66766357421875,103.56766357421876,209,265.66766357421875
S009,S012,2972.7018315928194,360.91961669921875,130.91961669921875,81.11961669921874,110,310.91961669921875
S009,S013,3211.1411620120784,372.2989807128906,142.29898071289062,20.598980712890636,152,322.2989807128906
S009,S014,6315.453707338952,552.7727966308594,322.7727966308594,201.77279663085938,289,502.7727966308594
S009,S015,6362.737186061182,582.3267822265625,352.3267822265625,107.8267822265625,246,532.3267822265625
S010,O01,4784.49485164363,435.63653564453125,84.03653564453123,307.93653564453126,205,385.63653564453125
S010,S001,3709.894180127748,431.0796813964844,79.47968139648435,247.07968139648438,172,381.0796813964844
S010,S002,5917.036166062372,491.85394287109375,140.25394287109373,272.35394287109375,249,441.85394287109375
S010,S003,11224.341531884298,516.9641723632812,165.36417236328123,178.46417236328125,464,466.96417236328125
S010,S004,7545.204777267781,482.957275390625,131.35727539062498,254.657275390625,350,432.957275390625
S010,S005,6361.357075639463,466.15325927734375,114.55325927734373,271.15325927734375,307,416.15325927734375
S010,S006,7921.2893812418815,433.2227783203125,81.62277832031248,118.42277832031249,320,383.2227783203125
S010,S007,8599.961836810531,436.94964599609375,85.34964599609373,88.44964599609375,339,386.94964599609375
S010,S008,9292.964894446673,469.0903015136719,117.49030151367185,198.1903015136719,447,419.0903015136719
S010,S009,4564.1239782595885,482.957275390625,131.35727539062498,252.957275390625,211,432.957275390625
S010,S011,5873.554813479905,437.0433349609375,85.44333496093748,224.9433349609375,249,387.0433349609375
S010,S012,3951.0045221718105,473.1903076171875,121.59030761718748,193.3903076171875,154,423.1903076171875
S010,S013,1378.6725696552137,504.07037353515625,152.47037353515623,152.37037353515626,62,454.07037353515625
S010,S014,1753.1912032696723,537.5635681152344,185.96356811523435,186.56356811523438,81,487.5635681152344
S010,S015,9196.05822349696,618.3262329101562,266.7262329101562,143.82623291015625,412,568.3262329101562
S011,O01,2808.074232681646,295.36175537109375,83.26175537109376,167.66175537109376,125,245.36175537109375
S011,S001,2354.0924594173175,276.3879089355469,64.28790893554688,92.38790893554688,92,226.38790893554688
S011,S002,5781.673943782255,361.78533935546875,149.68533935546876,142.28533935546875,279,311.78533935546875
S011,S003,5356.618098230948,535.4223022460938,323.3223022460937,196.92230224609375,218,485.42230224609375
S011,S004,5403.734548085296,361.138916015625,149.038916015625,132.838916015625,232,311.138916015625
S011,S005,2802.712805304408,347.5489196777344,135.44891967773438,152.54891967773438,119,297.5489196777344
S011,S006,3409.721332815337,400.46759033203125,188.36759033203126,85.66759033203124,164,350.46759033203125
S011,S007,2834.028476552707,439.17535400390625,227.07535400390626,90.67535400390625,111,389.17535400390625
S011,S008,5327.212076078428,412.91650390625,200.81650390625,142.01650390625002,201,362.91650390625
S011,S009,4325.129159248302,315.66766357421875,103.56766357421876,85.66766357421875,209,265.66766357421875
S011,S010,5873.554813479905,437.0433349609375,224.9433349609375,85.44333496093748,249,387.0433349609375
S011,S012,6903.50294410302,420.4505615234375,208.3505615234375,140.6505615234375,310,370.4505615234375
S011,S013,5233.202579701622,378.3608093261719,166.26080932617188,26.660809326171886,190,328.3608093261719
S011,S014,7127.719086593689,618.5668334960938,406.4668334960937,267.56683349609375,327,568.5668334960938
S011,S015,3461.196864772905,588.7306518554688,376.6306518554687,114.23065185546875,166,538.7306518554688
S012,O01,7390.491686977874,413.3009948730469,133.50099487304686,285.6009948730469,356,363.3009948730469
S012,S001,4697.683538665447,435.599609375,155.799609375,251.599609375,221,385.599609375
S012,S002,3071.2755268940637,408.1782531738281,128.3782531738281,188.67825317382812,148,358.1782531738281
S012,S003,11816.962386105222,594.5889282226562,314.78892822265624,256.08892822265625,465,544.5889282226562
S012,S004,5285.127317623106,362.0069580078125,82.20695800781249,133.7069580078125,249,312.0069580078125
S012,S005,5622.613282747788,363.5632019042969,83.76320190429686,168.56320190429688,206,313.5632019042969
S012,S006,9989.796041889353,435.3490295410156,155.5490295410156,120.54902954101561,471,385.3490295410156
S012,S007,9663.23804387767,457.66363525390625,177.86363525390624,109.16363525390625,418,407.66363525390625
S012,S008,7727.832257164754,359.1531982421875,79.35319824218749,88.25319824218752,346,309.1531982421875
S012,S009,2972.7018315928194,360.91961669921875,81.11961669921874,130.91961669921875,110,310.91961669921875
S012,S010,3951.0045221718105,473.1903076171875,193.3903076171875,121.59030761718748,154,423.1903076171875
S012,S011,6903.50294410302,420.4505615234375,140.6505615234375,208.3505615234375,310,370.4505615234375
S012,S013,2855.2198847422064,436.5263671875,156.7263671875,84.82636718750001,129,386.5263671875
S012,S014,5454.84377374143,531.1858215332031,251.3858215332031,180.18582153320312,182,481.1858215332031
S012,S015,9317.61118163096,584.7462158203125,304.9462158203125,110.2462158203125,347,534.7462158203125
S013,O01,4849.242377230511,399.18182373046875,47.48182373046876,271.48182373046876,230,349.18182373046875
S013,S001,2898.825752847234,378.3608093261719,26.660809326171886,194.36080932617188,113,328.3608093261719
S013,S002,4540.13286339447,377.2103271484375,25.51032714843751,157.7103271484375,190,327.2103271484375
S013,S003,10557.567201469448,555.9443969726562,204.24439697265626,217.44439697265625,405,505.94439697265625
S013,S004,6196.225149188076,372.2989807128906,20.598980712890636,143.9989807128906,291,322.2989807128906
S013,S005,5214.490976768669,374.4444580078125,22.74445800781251,179.4444580078125,248,324.4444580078125
S013,S006,7782.691508979744,394.1709289550781,42.470928955078136,79.37092895507811,345,344.1709289550781
S013,S007,8054.988669632028,432.5381164550781,80.83811645507814,84.03811645507812,292,382.5381164550781
S013,S008,8054.017465865163,386.37310791015625,34.67310791015626,115.47310791015627,388,336.37310791015625
S013,S009,3211.1411620120784,372.2989807128906,20.598980712890636,142.29898071289062,152,322.2989807128906
S013,S010,1378.6725696552137,504.07037353515625,152.37037353515626,152.47037353515623,62,454.07037353515625
S013,S011,5233.202579701622,378.3608093261719,26.660809326171886,166.26080932617188,190,328.3608093261719
S013,S012,2855.2198847422064,436.5263671875,84.82636718750001,156.7263671875,129,386.5263671875
S013,S014,3127.400496881075,533.2603149414062,181.56031494140626,182.26031494140625,140,483.26031494140625
S013,S015,8348.973022024406,579.7706298828125,228.0706298828125,105.2706298828125,353,529.7706298828125
S014,O01,5419.60185821314,591.9473876953125,240.9473876953125,464.2473876953125,205,541.9473876953125
S014,S001,5196.211104521405,600.0504150390625,249.0504150390625,416.0504150390625,250,550.0504150390625
S014,S002,7654.630751146548,507.5832214355469,156.58322143554688,288.0832214355469,327,457.5832214355469
S014,S003,12385.714579095842,592.7295532226562,241.72955322265625,254.22955322265625,542,542.7295532226562
S014,S004,9293.779822341314,555.3861083984375,204.3861083984375,327.0861083984375,428,505.3861083984375
S014,S005,7995.561184763025,602.8875122070312,251.88751220703125,407.88751220703125,385,552.8875122070312
S014,S006,8596.786771800726,606.662109375,255.662109375,291.862109375,314,556.662109375
S014,S007,9684.060958724096,580.8557739257812,229.85577392578125,232.35577392578125,417,530.8557739257812
S014,S008,10974.334854205863,592.4922485351562,241.49224853515625,321.5922485351563,525,542.4922485351562
S014,S009,6315.453707338952,552.7727966308594,201.77279663085938,322.7727966308594,289,502.7727966308594
S014,S010,1753.1912032696723,537.5635681152344,186.56356811523438,185.96356811523435,81,487.5635681152344
S014,S011,7127.719086593689,618.5668334960938,267.56683349609375,406.4668334960937,327,568.5668334960938
S014,S012,5454.84377374143,531.1858215332031,180.18582153320312,251.3858215332031,182,481.1858215332031
S014,S013,3127.400496881075,533.2603149414062,182.26031494140625,181.56031494140626,140,483.26031494140625
S014,S015,10556.125709852575,628.795166015625,277.795166015625,154.295166015625,490,578.795166015625
S015,O01,6009.38297162029,571.7992553710938,97.29925537109375,444.09925537109376,288,521.7992553710938
S015,S001,5500.07917347659,597.315185546875,122.815185546875,413.315185546875,243,547.315185546875
S015,S002,7164.390108585168,643.7526245117188,169.25262451171875,424.25262451171875,316,593.7526245117188
S015,S003,2616.366900890517,487.89886474609375,13.39886474609375,149.39886474609375,121,437.89886474609375
S015,S004,5648.280044723888,691.2510375976562,216.75103759765625,462.95103759765624,269,641.2510375976562
S015,S005,3754.922176202237,618.6133422851562,144.11334228515625,423.61334228515625,156,568.6133422851562
S015,S006,4684.4608460689415,651.2601318359375,176.7601318359375,336.4601318359375,179,601.2601318359375
S015,S007,2219.359431912627,502.918212890625,28.418212890625,154.418212890625,76,452.918212890625
S015,S008,3928.8940469076606,710.450927734375,235.950927734375,439.550927734375,184,660.450927734375
S015,S009,6362.737186061182,582.3267822265625,107.8267822265625,352.3267822265625,246,532.3267822265625
S015,S010,9196.05822349696,618.3262329101562,143.82623291015625,266.7262329101562,412,568.3262329101562
S015,S011,3461.196864772905,588.7306518554688,114.23065185546875,376.6306518554687,166,538.7306518554688
S015,S012,9317.61118163096,584.7462158203125,110.2462158203125,304.9462158203125,347,534.7462158203125
S015,S013,8348.973022024406,579.7706298828125,105.2706298828125,228.0706298828125,353,529.7706298828125
S015,S014,10556.125709852575,628.795166015625,154.295166015625,277.795166015625,490,578.795166015625
