sortie,time_s,mode,relay,lon,lat,altitude_m
Q2-016,5363.241559189861,relay,R01,109.17864153569167,23.035258809492465,561.8041381835938
Q2-016,5364.240711553286,relay,R01,109.17853919810935,23.035311241039047,561.8041381835938
Q2-016,5365.239863916711,relay,R01,109.17843686052704,23.03536367258563,561.8041381835938
Q2-016,5366.239016280137,relay,R01,109.17833452294472,23.03541610413221,561.8041381835938
Q2-016,5367.238168643562,relay,R01,109.17823218536242,23.035468535678792,561.8041381835938
Q2-016,5368.237321006987,relay,R01,109.17812984778011,23.035520967225374,561.8041381835938
Q2-016,5369.236473370413,relay,R01,109.1780275101978,23.035573398771955,561.8041381835938
Q2-016,5370.235625733838,relay,R01,109.17792517261549,23.035625830318534,561.8041381835938
Q2-016,5371.234778097263,relay,R01,109.17782283503317,23.035678261865115,561.8041381835938
Q2-016,5372.2339304606885,relay,R01,109.17772049745086,23.035730693411697,561.8041381835938
Q2-016,5373.233082824114,relay,R01,109.17761815986856,23.03578312495828,561.8041381835938
Q2-016,5374.232235187538,relay,R01,109.17751582228624,23.03583555650486,561.8041381835938
Q2-016,5375.2313875509635,relay,R01,109.17741348470393,23.035887988051442,561.8041381835938
Q2-016,5376.230539914389,relay,R01,109.17731114712161,23.035940419598024,561.8041381835938
Q2-016,5377.229692277814,relay,R01,109.17720880953931,23.035992851144602,561.8041381835938
Q2-016,5378.228844641239,relay,R01,109.177106471957,23.036045282691184,561.8041381835938
Q2-016,5379.227997004665,relay,R01,109.17700413437468,23.036097714237766,561.8041381835938
Q2-016,5380.22714936809,relay,R01,109.17690179679238,23.036150145784347,561.8041381835938
Q2-016,5381.226301731515,relay,R01,109.17679945921006,23.03620257733093,561.8041381835938
Q2-016,5382.225454094941,relay,R01,109.17669712162775,23.03625500887751,561.8041381835938
Q2-016,5383.224606458365,relay,R01,109.17659478404545,23.036307440424093,561.8041381835938
Q2-016,5384.22375882179,relay,R01,109.17649244646313,23.036359871970674,561.8041381835938
Q2-016,5385.222911185216,relay,R01,109.17639010888082,23.036412303517253,561.8041381835938
Q2-016,5386.222063548641,relay,R01,109.1762877712985,23.036464735063834,561.8041381835938
Q2-016,5387.221215912066,relay,R01,109.1761854337162,23.036517166610416,561.8041381835938
Q2-016,5388.220368275492,relay,R01,109.1760830961339,23.036569598156998,561.8041381835938
Q2-016,5389.219520638917,relay,R01,109.17598075855157,23.03662202970358,561.8041381835938
Q2-016,5390.218673002342,relay,R01,109.17587842096927,23.03667446125016,561.8041381835938
Q2-016,5391.217825365768,relay,R01,109.17577608338695,23.036726892796743,561.8041381835938
Q2-016,5392.216977729193,relay,R01,109.17567374580464,23.03677932434332,561.8041381835938
Q2-016,5393.216130092618,relay,R01,109.17557140822234,23.036831755889903,561.8041381835938
Q2-016,5394.215282456043,relay,R01,109.17546907064002,23.036884187436485,561.8041381835938
Q2-016,5395.214434819468,relay,R01,109.17536673305771,23.036936618983066,561.8041381835938
Q2-016,5396.213587182893,relay,R01,109.1752643954754,23.036989050529648,561.8041381835938
Q2-016,5397.2127395463185,relay,R01,109.17516205789309,23.03704148207623,561.8041381835938
Q2-016,5398.211891909744,relay,R01,109.17505972031078,23.03709391362281,561.8041381835938
Q2-016,5399.211044273169,relay,R01,109.17495738272846,23.037146345169393,561.8041381835938
Q2-016,5400.210196636594,relay,R01,109.17485504514616,23.03719877671597,561.8041381835938
Q2-016,5401.20934900002,relay,R01,109.17475270756384,23.037251208262553,561.8041381835938
Q2-016,5402.208501363445,relay,R01,109.17465036998153,23.037303639809135,561.8041381835938
Q2-016,5403.20765372687,relay,R01,109.17454803239922,23.037356071355717,561.8041381835938
Q2-016,5404.206806090295,relay,R01,109.17444569481691,23.0374085029023,561.8041381835938
Q2-016,5405.20595845372,relay,R01,109.1743433572346,23.03746093444888,561.8041381835938
Q2-016,5406.205110817145,relay,R01,109.17424101965229,23.037513365995462,561.8041381835938
Q2-016,5407.204263180571,relay,R01,109.17413868206998,23.03756579754204,561.8041381835938
Q2-016,5408.203415543996,relay,R01,109.17403634448766,23.037618229088622,561.8041381835938
Q2-016,5409.202567907421,relay,R01,109.17393400690536,23.037670660635204,561.8041381835938
Q2-016,5410.201720270847,relay,R01,109.17383166932305,23.037723092181785,561.8041381835938
Q2-016,5411.200872634272,relay,R01,109.17372933174073,23.037775523728367,561.8041381835938
Q2-016,5412.200024997697,relay,R01,109.17362699415843,23.03782795527495,561.8041381835938
Q2-016,5413.199177361123,relay,R01,109.1735246565761,23.03788038682153,561.8041381835938
Q2-016,5414.198329724548,relay,R01,109.1734223189938,23.037932818368112,561.8041381835938
Q2-016,5415.197482087973,relay,R01,109.1733199814115,23.03798524991469,561.8041381835938
Q2-016,5416.1966344513985,relay,R01,109.17321764382918,23.038037681461272,561.8041381835938
Q2-016,5417.195786814823,relay,R01,109.17311530624687,23.038090113007854,561.8041381835938
Q2-016,5418.194939178248,relay,R01,109.17301296866455,23.038142544554436,561.8041381835938
Q2-016,5419.1940915416735,relay,R01,109.17291063108225,23.038194976101018,561.8041381835938
Q2-016,5420.193243905099,relay,R01,109.17280829349994,23.0382474076476,561.8041381835938
Q2-016,5421.192396268524,relay,R01,109.17270595591762,23.03829983919418,561.8041381835938
Q2-016,5422.191548631949,relay,R01,109.17260361833532,23.03835227074076,561.8041381835938
Q2-016,5423.190700995375,relay,R01,109.172501280753,23.03840470228734,561.8041381835938
Q2-016,5424.1898533588,relay,R01,109.17239894317069,23.038457133833923,561.8041381835938
Q2-016,5425.1890057222245,relay,R01,109.17229660558839,23.038509565380505,561.8041381835938
Q2-016,5426.18815808565,relay,R01,109.17219426800607,23.038561996927086,561.8041381835938
Q2-016,5427.187310449075,relay,R01,109.17209193042376,23.038614428473668,561.8041381835938
Q2-016,5428.1864628125,relay,R01,109.17198959284144,23.03866686002025,561.8041381835938
Q2-016,5429.185615175926,relay,R01,109.17188725525914,23.03871929156683,561.8041381835938
Q2-016,5430.184767539351,relay,R01,109.17178491767683,23.03877172311341,561.8041381835938
Q2-016,5431.183919902776,relay,R01,109.17168258009451,23.03882415465999,561.8041381835938
Q2-016,5432.183072266202,relay,R01,109.1715802425122,23.038876586206573,561.8041381835938
Q2-016,5433.182224629627,relay,R01,109.17147790492989,23.038929017753155,561.8041381835938
Q2-016,5434.181376993052,relay,R01,109.17137556734758,23.038981449299737,561.8041381835938
Q2-016,5435.180529356478,relay,R01,109.17127322976528,23.03903388084632,561.8041381835938
Q2-016,5436.179681719903,relay,R01,109.17117089218296,23.0390863123929,561.8041381835938
Q2-016,5437.178834083327,relay,R01,109.17106855460065,23.03913874393948,561.8041381835938
Q2-016,5438.177986446753,relay,R01,109.17096621701833,23.03919117548606,561.8041381835938
